 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Kiribati
01-Jan-2004 00:00, 2.111,-9999 ,  29.4, 1003.1, 0.100, 0.001,   35,   6.0,   4.4
01-Jan-2004 01:00, 2.176,  31.2,  29.7, 1002.0, 0.156, 0.054,   19,   5.8,   3.2
01-Jan-2004 02:00, 2.064,  31.3,  29.4, 1000.7, 0.109,-0.004,  342,   5.8,   4.4
01-Jan-2004 03:00, 1.950,  31.3,  28.3, 1000.4, 0.116,-0.010,  322,   7.9,   7.2
01-Jan-2004 04:00, 1.772,  31.4,  28.8, 1000.6, 0.085,-0.042,  345,   8.3,   5.7
01-Jan-2004 05:00, 1.667,  31.5,  29.5, 1001.2, 0.114,-0.011,  334,   7.9,   6.1
01-Jan-2004 06:00, 1.583,  31.5,  29.3, 1002.3, 0.121, 0.002,  326,   8.2,   5.4
01-Jan-2004 07:00, 1.530,  31.4,  29.8, 1002.8, 0.101,-0.007,  342,   7.8,   5.7
01-Jan-2004 08:00, 1.594,  31.3,  29.0, 1003.7, 0.133, 0.030,   25,   8.3,   5.1
01-Jan-2004 09:00, 1.724,  31.1,  29.0, 1004.3, 0.171, 0.076,   19,   8.6,   4.6
01-Jan-2004 10:00, 1.900,  30.9,  29.4, 1004.6, 0.217, 0.129,  345,   7.5,   4.2
01-Jan-2004 11:00, 1.978,  30.9,  29.7, 1004.5, 0.168, 0.082,  344,   8.1,   5.3
01-Jan-2004 12:00, 2.046,  31.0,  28.2, 1004.2, 0.147, 0.060,    2,   8.3,   5.9
01-Jan-2004 13:00, 2.087,  31.0,  28.0, 1003.1, 0.161, 0.070,    3,   8.4,   5.7
01-Jan-2004 14:00, 1.961,  30.4,  25.6, 1002.6, 0.083,-0.019,  329,  12.3,   9.4
01-Jan-2004 15:00, 1.885,  30.0,  26.3, 1002.2, 0.118, 0.012,  339,  10.9,   5.3
01-Jan-2004 16:00, 1.745,  29.9,  27.0, 1002.6, 0.130, 0.020,  323,  10.1,   8.6
01-Jan-2004 17:00, 1.597,  29.7,  27.2, 1003.7, 0.135, 0.030,  316,   9.9,   6.5
01-Jan-2004 18:00, 1.443,  29.5,  26.8, 1004.7, 0.096, 0.002,    7,   8.1,   5.1
01-Jan-2004 19:00, 1.369,  29.4,  26.9, 1006.0, 0.070,-0.013,  308,   9.5,   3.5
01-Jan-2004 20:00, 1.456,  29.2,  25.3, 1007.2, 0.123, 0.053,  224,  11.0,   5.2
01-Jan-2004 21:00, 1.579,  29.1,  25.0, 1007.4, 0.129, 0.070,  235,  14.0,   5.5
01-Jan-2004 22:00, 1.796,  29.2,  26.1, 1006.1, 0.167, 0.107,  313,   7.8,   3.2
01-Jan-2004 23:00, 2.025,  29.2,  27.3, 1005.5, 0.196, 0.124,  333,   7.6,   5.6
02-Jan-2004 00:00, 2.116,  28.9,  27.9, 1005.1, 0.117, 0.039,  337,   7.3,   5.2
02-Jan-2004 01:00, 2.220,  28.4,  27.6, 1004.1, 0.119, 0.037,  338,   8.1,   5.9
02-Jan-2004 02:00, 2.273,  28.4,  27.9, 1003.2, 0.161, 0.069,  320,   7.0,   5.2
02-Jan-2004 03:00, 2.146,  28.6,  28.0, 1002.6, 0.115, 0.015,  323,   6.7,   4.8
02-Jan-2004 04:00, 2.005,  28.7,  28.0, 1002.3, 0.128, 0.022,  348,   7.4,   6.1
02-Jan-2004 05:00, 1.813,  28.7,  28.2, 1003.3, 0.125, 0.017,  353,   7.4,   5.3
02-Jan-2004 06:00, 1.616,  28.6,  28.8, 1004.3, 0.107, 0.009,  341,   8.0,   5.6
02-Jan-2004 07:00, 1.538,  28.5,  28.9, 1004.7, 0.159, 0.071,  343,   8.2,   5.4
02-Jan-2004 08:00, 1.518,  28.7,  28.8, 1005.4, 0.195, 0.110,  331,   6.1,   3.7
02-Jan-2004 09:00, 1.551,  29.1,  28.8, 1006.2, 0.194, 0.117,  316,   4.6,   2.4
02-Jan-2004 10:00, 1.657,  29.3,  29.1, 1006.4, 0.184, 0.114,  292,   3.9,   3.4
02-Jan-2004 11:00, 1.796,  29.3,  29.1, 1006.8, 0.157, 0.090,  294,   4.8,   3.4
02-Jan-2004 12:00, 1.941,  29.0,  29.0, 1006.9, 0.137, 0.074,  294,   4.4,   2.4
02-Jan-2004 13:00, 2.106,  28.9,  28.8, 1005.9, 0.181, 0.117,  288,   3.7,   3.2
02-Jan-2004 14:00, 2.089,  29.1,  28.8, 1005.2, 0.125, 0.051,  284,   3.7,   3.0
02-Jan-2004 15:00, 2.042,  29.2,  28.6, 1004.4, 0.132, 0.050,  271,   4.0,   2.9
02-Jan-2004 16:00, 1.922,  29.2,  28.6, 1004.6, 0.146, 0.058,  280,   3.7,   2.7
02-Jan-2004 17:00, 1.710,  29.2,  28.7, 1005.0, 0.116, 0.030,  267,   3.7,   2.2
02-Jan-2004 18:00, 1.560,  29.2,  28.7, 1005.5, 0.146, 0.065,  290,   3.6,   2.6
02-Jan-2004 19:00, 1.425,  29.2,  28.7, 1006.5, 0.143, 0.067,  275,   3.0,   2.0
02-Jan-2004 20:00, 1.396,  29.2,  28.9, 1007.2, 0.159, 0.093,  286,   2.7,   2.3
02-Jan-2004 21:00, 1.456,  29.1,  28.8, 1007.2, 0.160, 0.100,  278,   3.5,   2.8
02-Jan-2004 22:00, 1.605,  29.2,  28.9, 1007.5, 0.151, 0.091,  260,   3.4,   2.0
02-Jan-2004 23:00, 1.817,  29.2,  29.1, 1006.8, 0.135, 0.077,  296,   3.3,   2.9
03-Jan-2004 00:00, 2.070,  29.3,  29.1, 1006.2, 0.149, 0.084,  275,   4.3,   3.7
03-Jan-2004 01:00, 2.273,  29.4,  28.8, 1005.7, 0.159, 0.089,  298,   6.4,   5.4
03-Jan-2004 02:00, 2.400,  29.6,  28.6, 1004.6, 0.186, 0.110,  283,   6.6,   5.4
03-Jan-2004 03:00, 2.407,  29.7,  28.6, 1004.2, 0.209, 0.122,  283,   6.7,   3.8
03-Jan-2004 04:00, 2.283,  29.8,  28.9, 1004.2, 0.211, 0.121,  279,   4.7,   3.8
03-Jan-2004 05:00, 2.091,  29.8,  28.8, 1004.8, 0.228, 0.139,  267,   5.0,   4.2
03-Jan-2004 06:00, 1.796,  29.7,  27.9, 1005.8, 0.177, 0.093,  307,   8.5,   5.2
03-Jan-2004 07:00, 1.563,  29.9,  28.6, 1006.7, 0.165, 0.092,  285,   5.7,   4.7
03-Jan-2004 08:00, 1.433,  29.9,  28.8, 1007.1, 0.186, 0.122,  281,   7.3,   6.0
03-Jan-2004 09:00, 1.338,  29.9,  28.5, 1007.6, 0.137, 0.076,  292,   6.7,   5.4
03-Jan-2004 10:00, 1.440,  29.8,  28.5, 1008.0, 0.169, 0.113,  287,   6.7,   5.6
03-Jan-2004 11:00, 1.602,  29.7,  28.5, 1008.2, 0.162, 0.110,  294,   6.2,   5.0
03-Jan-2004 12:00, 1.869,  29.7,  28.6, 1007.7, 0.213, 0.163,  296,   6.6,   5.0
03-Jan-2004 13:00, 2.043,  29.7,  28.7, 1006.5, 0.184, 0.128,  295,   6.1,   5.0
03-Jan-2004 14:00, 2.136,  29.7,  27.8, 1005.8, 0.145, 0.077,  322,   8.3,   6.3
03-Jan-2004 15:00, 2.235,  29.6,  28.2, 1005.2, 0.219, 0.144,  303,   8.0,   6.1
03-Jan-2004 16:00, 2.104,  29.4,  28.3, 1004.9, 0.176, 0.095,  291,   8.0,   6.8
03-Jan-2004 17:00, 1.907,  29.0,  28.2, 1005.1, 0.159, 0.076,  302,   8.5,   7.0
03-Jan-2004 18:00, 1.668,  28.9,  28.2, 1006.0, 0.143, 0.063,  303,   9.2,   6.2
03-Jan-2004 19:00, 1.460,  28.7,  28.1, 1006.9, 0.140, 0.069,  296,   8.4,   6.8
03-Jan-2004 20:00, 1.332,  28.8,  27.8, 1007.5, 0.143, 0.081,  320,   8.0,   6.0
03-Jan-2004 21:00, 1.294,  29.0,  28.0, 1008.2, 0.120, 0.063,  321,   8.1,   6.0
03-Jan-2004 22:00, 1.426,  29.2,  27.7, 1008.2, 0.141, 0.091,  330,   8.2,   6.2
03-Jan-2004 23:00, 1.639,  29.4,  28.2, 1007.6, 0.134, 0.084,  311,   9.1,   5.7
04-Jan-2004 00:00, 1.916,  29.6,  28.1, 1006.7, 0.130, 0.073,  316,   9.4,   8.0
04-Jan-2004 01:00, 2.262,  29.6,  27.5, 1006.3, 0.205, 0.140,  327,  10.7,   8.4
04-Jan-2004 02:00, 2.439,  29.7,  28.0, 1005.4, 0.188, 0.118,  322,  10.6,   8.2
04-Jan-2004 03:00, 2.465,  29.7,  28.0, 1005.0, 0.144, 0.066,  308,  10.0,   8.1
04-Jan-2004 04:00, 2.385,  29.8,  28.0, 1005.0, 0.134, 0.052,  326,   9.1,   7.9
04-Jan-2004 05:00, 2.217,  29.8,  28.4, 1005.5, 0.162, 0.080,  325,   8.7,   6.7
04-Jan-2004 06:00, 1.953,  29.8,  28.3, 1006.4, 0.174, 0.098,  337,   9.0,   7.5
04-Jan-2004 07:00, 1.591,  29.8,  28.5, 1006.8, 0.105, 0.037,  333,   9.5,   7.4
04-Jan-2004 08:00, 1.363,  29.6,  27.5, 1007.6, 0.123, 0.060,  332,  11.4,   7.5
04-Jan-2004 09:00, 1.242,  29.3,  27.8, 1008.7, 0.140, 0.085,   19,   9.8,   6.7
04-Jan-2004 10:00, 1.247,  29.1,  26.6, 1008.8, 0.143, 0.098,   30,  10.1,   6.6
04-Jan-2004 11:00, 1.378,  29.1,  27.2, 1008.5, 0.139, 0.094,   36,   9.3,   5.2
04-Jan-2004 12:00, 1.653,  29.1,  27.9, 1007.8, 0.180, 0.132,   18,   6.9,   5.6
04-Jan-2004 13:00, 1.920,  29.1,  28.7, 1006.8, 0.183, 0.128,   19,   7.7,   6.0
04-Jan-2004 14:00, 2.088,  29.1,  28.4, 1006.4, 0.132, 0.068,   26,   8.2,   6.0
04-Jan-2004 15:00, 2.206,  29.1,  28.4, 1006.1, 0.134, 0.066,   15,   7.4,   4.0
04-Jan-2004 16:00, 2.113,  29.2,  28.3, 1006.2, 0.060,-0.010,   26,   5.2,   3.2
04-Jan-2004 17:00, 1.995,  29.2,  28.3, 1006.1, 0.089, 0.018,   52,   4.3,   3.0
04-Jan-2004 18:00, 1.788,  29.0,  28.4, 1006.8, 0.118, 0.048,   38,   4.7,   2.5
04-Jan-2004 19:00, 1.502,  29.1,  28.5, 1007.1, 0.092, 0.028,   42,   3.5,   2.4
04-Jan-2004 20:00, 1.322,  29.2,  28.7, 1008.0, 0.125, 0.065,  330,   3.9,   2.6
04-Jan-2004 21:00, 1.223,  29.3,  28.7, 1007.9, 0.128, 0.076,  338,   4.7,   4.0
04-Jan-2004 22:00, 1.291,  29.3,  28.8, 1007.5, 0.152, 0.099,  354,   7.6,   6.0
04-Jan-2004 23:00, 1.437,  29.3,  29.0, 1007.3, 0.115, 0.058,  341,   8.0,   6.2
05-Jan-2004 00:00, 1.733,  29.2,  29.0, 1007.2, 0.124, 0.064,  322,   7.6,   5.8
05-Jan-2004 01:00, 2.108,  29.4,  29.0, 1007.1, 0.174, 0.114,  324,   6.7,   5.7
05-Jan-2004 02:00, 2.389,  29.6,  29.1, 1006.4, 0.173, 0.111,  315,   6.9,   5.2
05-Jan-2004 03:00, 2.473,  29.6,  29.0, 1005.6, 0.091, 0.022,  314,   7.3,   6.2
05-Jan-2004 04:00, 2.471,  29.5,  28.7, 1004.6, 0.078, 0.000,  324,   9.3,   7.3
05-Jan-2004 05:00, 2.330,  29.5,  29.0, 1005.2, 0.084,-0.001,  346,   8.9,   5.6
05-Jan-2004 06:00, 2.045,  29.5,  28.9, 1005.2, 0.072,-0.007,  343,   8.4,   5.6
05-Jan-2004 07:00, 1.727,  29.4,  28.8, 1004.8, 0.093, 0.012,   34,   8.3,   5.7
05-Jan-2004 08:00, 1.400,  29.3,  29.0, 1005.5, 0.091, 0.007,   37,   8.3,   5.1
05-Jan-2004 09:00, 1.226,  29.4,  29.2, 1006.6, 0.153, 0.077,   19,   7.9,   4.4
05-Jan-2004 10:00, 1.186,  29.4,  29.1, 1007.6, 0.199, 0.134,  330,   6.1,   4.6
05-Jan-2004 11:00, 1.254,  29.3,  29.2, 1007.8, 0.191, 0.135,  328,   5.4,   3.8
05-Jan-2004 12:00, 1.482,  29.5,  29.0, 1007.2, 0.204, 0.149,  328,   5.8,   4.7
05-Jan-2004 13:00, 1.708,  29.5,  28.9, 1007.2, 0.136, 0.077,  317,   7.3,   5.4
05-Jan-2004 14:00, 2.000,  29.5,  28.9, 1006.3, 0.139, 0.078,  313,   7.3,   4.8
05-Jan-2004 15:00, 2.164,  29.5,  28.8, 1006.0, 0.096, 0.027,  323,   5.7,   4.0
05-Jan-2004 16:00, 2.203,  29.5,  28.8, 1006.0, 0.068,-0.004,  330,   4.8,   3.3
05-Jan-2004 17:00, 2.120,  29.5,  28.7, 1006.0, 0.071,-0.001,  340,   4.6,   3.7
05-Jan-2004 18:00, 1.888,  29.5,  28.6, 1006.2, 0.056,-0.016,  342,   4.5,   3.2
05-Jan-2004 19:00, 1.615,  29.4,  28.7, 1006.5, 0.071, 0.002,   16,   4.6,   3.6
05-Jan-2004 20:00, 1.328,  29.4,  29.0, 1007.0, 0.063,-0.004,   24,   5.7,   3.6
05-Jan-2004 21:00, 1.145,  29.3,  29.2, 1007.5, 0.072, 0.010,   21,   5.8,   4.4
05-Jan-2004 22:00, 1.132,  29.4,  29.4, 1007.2, 0.102, 0.044,   10,   6.1,   4.4
05-Jan-2004 23:00, 1.256,  29.7,  29.5, 1007.1, 0.103, 0.042,   11,   6.1,   4.4
06-Jan-2004 00:00, 1.510,  29.7,  29.1, 1006.9, 0.096, 0.034,  350,   8.9,   5.1
06-Jan-2004 01:00, 1.896,  29.9,  29.3, 1006.3, 0.135, 0.071,  333,   7.6,   6.5
06-Jan-2004 02:00, 2.297,  29.9,  29.2, 1005.4, 0.187, 0.116,  357,   7.7,   5.7
06-Jan-2004 03:00, 2.472,  30.0,  29.5, 1005.1, 0.099, 0.020,  336,   7.7,   5.8
