 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Kiribati
01-Jan-2003 00:00, 1.533,-9999 ,  28.0, 1006.4,-0.021,-0.096,   81,  11.7,   5.9
01-Jan-2003 01:00, 1.923,  28.6,  28.7, 1005.8,-0.062,-0.132,   62,   7.6,   5.9
01-Jan-2003 02:00, 2.258,  28.7,  29.1, 1004.4,-0.111,-0.186,   71,  10.5,   8.0
01-Jan-2003 03:00, 2.519,  28.8,  28.6, 1004.4,-0.085,-0.174,   64,  12.0,   9.3
01-Jan-2003 04:00, 2.554,  28.9,  28.3, 1004.8,-0.080,-0.167,   69,  10.4,   7.6
01-Jan-2003 05:00, 2.380,  28.9,  28.7, 1005.0,-0.079,-0.163,   78,   9.5,   8.0
01-Jan-2003 06:00, 2.050,  28.8,  28.8, 1005.6,-0.067,-0.149,   76,   9.3,   6.7
01-Jan-2003 07:00, 1.599,  28.8,  27.5, 1006.5,-0.086,-0.161,   65,  10.7,   4.6
01-Jan-2003 08:00, 1.196,  28.9,  28.6, 1006.9,-0.060,-0.126,   74,   8.6,   6.4
01-Jan-2003 09:00, 0.869,  28.9,  28.6, 1007.5,-0.058,-0.121,   81,   8.1,   5.4
01-Jan-2003 10:00, 0.732,  28.8,  28.8, 1007.7,-0.061,-0.118,   97,   6.0,   4.6
01-Jan-2003 11:00, 0.778,  28.8,  27.3, 1007.6,-0.095,-0.151,   81,   8.4,   6.6
01-Jan-2003 12:00, 1.004,  28.8,  26.8, 1007.6,-0.128,-0.184,  130,   7.3,   5.4
01-Jan-2003 13:00, 1.432,  28.8,  27.7, 1006.8,-0.076,-0.133,   96,   6.5,   4.4
01-Jan-2003 14:00, 1.870,  28.9,  28.0, 1006.1,-0.031,-0.096,   92,   5.7,   4.3
01-Jan-2003 15:00, 2.116,  28.9,  28.2, 1005.4,-0.080,-0.152,  135,   5.3,   4.0
01-Jan-2003 16:00, 2.247,  29.0,  28.0, 1005.4,-0.067,-0.145,  135,   6.6,   2.6
01-Jan-2003 17:00, 2.175,  29.0,  27.7, 1005.7,-0.059,-0.137,  149,   5.0,   4.0
01-Jan-2003 18:00, 1.895,  29.0,  28.3, 1006.4,-0.086,-0.160,  142,   4.0,   3.0
01-Jan-2003 19:00, 1.553,  29.0,  28.3, 1006.2,-0.068,-0.136,  149,   5.9,   3.0
01-Jan-2003 20:00, 1.195,  29.1,  28.3, 1005.9,-0.054,-0.125,  145,   5.0,   2.2
01-Jan-2003 21:00, 0.937,  29.1,  26.2, 1006.0,-0.026,-0.098,  111,  18.3,   3.4
01-Jan-2003 22:00, 0.774,  29.0,  26.8, 1005.8,-0.079,-0.150,   77,   5.0,   2.1
01-Jan-2003 23:00, 0.882,  29.2,  27.7,-9999.0,-0.078,-9999 ,   90,   2.5,   0.5
02-Jan-2003 00:00, 1.221,  29.2,  27.4,-9999.0,-0.028,-9999 ,   83,   3.9,   2.4
